,0,10,20,30,40,50,60,70,80,90,100
0,0.446877002716,0.505944013596,0.53800702095,0.576622009277,0.61674785614,0.65250992775,0.709790945053,0.742686033249,0.769857883453,0.836835861206,0.839921951294
1,0.435231924057,0.503932952881,0.537784099579,0.582612991333,0.624986886978,0.659112930298,0.699115991592,0.748935937881,0.768997192383,0.80918598175,0.863286018372
2,0.443634033203,0.495606899261,0.539803981781,0.582767009735,0.603429079056,0.686195850372,0.711422920227,0.769891023636,0.835165977478,0.805684089661,0.851624965668
3,0.451671123505,0.489137172699,0.537920951843,0.569741010666,0.61264705658,0.664477109909,0.719483137131,0.738297939301,0.776531934738,0.806679964066,0.865370035172
4,0.449965953827,0.508527994156,0.526455163956,0.555597782135,0.610888004303,0.663305997849,0.711791038513,0.764384031296,0.784952878952,0.831580877304,0.874704837799
5,0.436549901962,0.50101685524,0.541671991348,0.564098119736,0.615261077881,0.667313814163,0.712553977966,0.732545852661,0.787835836411,0.816913843155,0.855332136154
6,0.443343877792,0.505568027496,0.540251016617,0.579370975494,0.629244089127,0.636006116867,0.699527978897,0.749205827713,0.791232824326,0.803524971008,0.857550859451
7,0.440540790558,0.5011241436,0.536396980286,0.575829982758,0.635199069977,0.662698984146,0.698606014252,0.732394933701,0.77747797966,0.821206092834,0.842055082321
8,0.452443122864,0.503931999207,0.550370931625,0.565037965775,0.602870941162,0.645658016205,0.707059144974,0.75244307518,0.775438070297,0.815122842789,0.848262071609
9,0.430619001389,0.475388050079,0.55641913414,0.57550406456,0.62299990654,0.661685943604,0.708639860153,0.731071949005,0.767034053802,0.797973871231,0.838823080063
10,0.441068172455,0.500247955322,0.547865867615,0.575565099716,0.633256912231,0.649095058441,0.695381879807,0.751238107681,0.782604932785,0.817342996597,0.859292030334
11,0.44900894165,0.515950202942,0.542671918869,0.575537919998,0.623729944229,0.677848815918,0.707367897034,0.730268001556,0.791903972626,0.827694177628,0.859130144119
12,0.452533006668,0.495781898499,0.533259868622,0.581050872803,0.625921964645,0.673566818237,0.70353102684,0.736079931259,0.783113002777,0.801858901978,0.850687026978
13,0.454530000687,0.498347997665,0.54688501358,0.588770866394,0.609163045883,0.656899929047,0.687709093094,0.751550912857,0.773397922516,0.817353010178,0.877262115479
14,0.441983938217,0.479166984558,0.542755842209,0.573849916458,0.604154109955,0.652807950974,0.692633867264,0.732549905777,0.78293299675,0.80367898941,0.819575071335
15,0.455680847168,0.503284931183,0.556240081787,0.583709955215,0.610008955002,0.663037061691,0.707316875458,0.721054077148,0.792011976242,0.81806397438,0.844935894012
16,0.448698997498,0.493119001389,0.537704944611,0.57771396637,0.618762016296,0.651309967041,0.692921876907,0.730953931808,0.796236991882,0.814148902893,0.868221998215
17,0.443428993225,0.484194993973,0.533178806305,0.580273866653,0.611319065094,0.656177997589,0.696663141251,0.737456083298,0.755788803101,0.816611051559,0.842988967896
18,0.434090137482,0.49600481987,0.526347875595,0.559449195862,0.612879991531,0.640420913696,0.701000928879,0.737323999405,0.765846967697,0.822108030319,0.848800182343
19,0.438630104065,0.482371807098,0.533507108688,0.575951099396,0.628184080124,0.649545907974,0.697814941406,0.744400024414,0.774696826935,0.832484006882,0.846887111664
20,0.421945810318,0.498743057251,0.540406942368,0.569540023804,0.612400770187,0.650897979736,0.708182096481,0.754076004028,0.785136938095,0.775765895844,0.845180034637
21,0.442488908768,0.500454902649,0.526813983917,0.565515995026,0.615290880203,0.666388988495,0.697292089462,0.736361026764,0.787066936493,0.813773870468,0.846075057983
22,0.419495105743,0.499111890793,0.543406963348,0.56729388237,0.615597009659,0.637326955795,0.697427034378,0.712660074234,0.778956890106,0.801879882812,0.836490154266
23,0.423096895218,0.49872303009,0.537328958511,0.582161903381,0.624566078186,0.654867887497,0.703356981277,0.74036693573,0.788699150085,0.814687013626,0.867783069611
24,0.436302900314,0.485151052475,0.542032003403,0.57551407814,0.600842952728,0.673717021942,0.710373163223,0.738581895828,0.768337011337,0.824499130249,0.847831010818
25,0.453819990158,0.493374824524,0.52440905571,0.578127861023,0.616266012192,0.672288894653,0.705529928207,0.745013952255,0.758024930954,0.837558984756,0.840838909149
26,0.442289829254,0.494057178497,0.538072109222,0.588987112045,0.614430904388,0.671976089478,0.716581821442,0.732872009277,0.792077064514,0.812220096588,0.850870847702
27,0.434069156647,0.497938871384,0.542708158493,0.577599048615,0.613896846771,0.657510995865,0.722761154175,0.73903799057,0.779386043549,0.811997890472,0.861183166504
28,0.450155973434,0.51034283638,0.534156084061,0.580848932266,0.623483181,0.672862052917,0.705163955688,0.728106021881,0.771760940552,0.832367181778,0.827370166779
