,0
0,9.30517601967
1,9.2437748909
2,9.2415869236
3,9.34604406357
4,8.61400103569
5,9.35331106186
6,9.31678986549
7,9.16666388512
8,9.17489695549
9,9.26706814766
10,9.16293287277
11,8.64430308342
12,8.64460706711
13,8.76470994949
14,9.42439293861
15,9.38159894943
16,9.38147807121
17,9.22181296349
18,9.13854408264
19,9.47282791138
20,9.06648993492
21,9.38323616982
22,9.26852202415
23,9.19555187225
24,9.06677699089
25,9.38175392151
26,9.25599312782
27,9.35271501541
28,8.71112799644
29,9.69498705864
30,8.69509410858
31,9.22878408432
32,8.60424208641
33,8.64473104477
34,9.31835889816
35,9.0423848629
36,8.60199213028
37,9.46853613853
38,9.25986385345
39,8.7307009697
40,9.20595312119
41,9.36479997635
42,9.31542992592
43,8.93352794647
44,10.6482560635
45,9.4088549614
46,8.69280982018
47,9.50862598419
48,8.97305798531
49,9.30385398865
