,0
0,9.29851007462
1,9.34282803535
2,9.27165007591
3,9.15993976593
4,9.28083395958
5,9.4265191555
6,8.80091500282
7,10.3744609356
8,9.51645612717
9,9.2433989048
10,9.27551007271
11,9.49581599236
12,10.4563729763
13,9.29640984535
14,9.33048200607
15,9.2958741188
16,9.40020799637
17,8.70886898041
18,8.79344797134
19,9.31258606911
20,9.17810416222
21,9.04880094528
22,9.39106321335
23,8.82673001289
24,9.40545701981
25,9.2819890976
26,8.67956614494
27,9.24550199509
28,9.48023915291
29,8.90294098854
30,9.38229703903
31,8.96984910965
32,9.4925558567
33,9.62579607964
34,9.27140307426
35,8.94182109833
36,9.37453579903
37,9.60315608978
38,8.71289110184
39,9.39746212959
40,9.46155190468
41,9.32860684395
42,9.4431951046
43,9.81197285652
44,9.11581897736
45,9.41773295403
46,9.45431303978
47,8.98506999016
48,9.47055792809
49,9.31978321075
