,0
0,9.28804588318
1,9.3763320446
2,9.26253581047
3,9.12249684334
4,9.31687498093
5,8.45825314522
6,9.37428307533
7,8.65558409691
8,9.3930079937
9,9.29197001457
10,8.71528291702
11,9.30750203133
12,9.27069807053
13,9.29633808136
14,8.69450998306
15,8.99953103065
16,8.86643910408
17,9.2272310257
18,9.29884791374
19,9.29310417175
20,9.15298604965
21,9.36045503616
22,9.34742498398
23,9.29035019875
24,9.49847102165
25,9.28411698341
26,8.5587580204
27,9.35600113869
28,9.26405501366
29,9.22186684608
30,9.31917309761
31,9.32587099075
32,9.33659505844
33,9.40939998627
34,8.89894104004
35,9.34660887718
36,9.23696398735
37,9.31986689568
38,9.21610093117
39,9.39350390434
40,9.52916812897
41,8.68534898758
42,8.67745995522
43,9.33154702187
44,9.16845607758
45,9.42940187454
46,9.19444704056
47,8.62464904785
48,9.30167007446
49,8.62253403664
